"bin_index","bin_from","bin_to","interpolation","interval_type"
656,0.230868,0.234083,0.2324755,1201
657,0.234083,0.237342,0.2357125,1201
658,0.237342,0.240648,0.238995,1201
659,0.240648,0.243999,0.2423235,1201
660,0.243999,0.247396,0.2456975,1201
661,0.247396,0.250842,0.249119,1201
662,0.250842,0.254335,0.2525885,1201
663,0.254335,0.257876,0.2561055,1201
664,0.257876,0.261467,0.2596715,1201
665,0.261467,0.265108,0.2632875,1201
666,0.265108,0.2688,0.266954,1201
667,0.2688,0.272543,0.2706715,1201
668,0.272543,0.276339,0.274441,1201
669,0.276339,0.280187,0.278263,1201
670,0.280187,0.284088,0.2821375,1201
671,0.284088,0.288044,0.286066,1201
672,0.288044,0.292056,0.29005,1201
673,0.292056,0.296123,0.2940895,1201
674,0.296123,0.300246,0.2981845,1201
675,0.300246,0.304427,0.3023365,1201
676,0.304427,0.308666,0.3065465,1201
677,0.308666,0.312965,0.3108155,1201
678,0.312965,0.317323,0.315144,1201
679,0.317323,0.321742,0.3195325,1201
680,0.321742,0.326222,0.323982,1201
681,0.326222,0.330765,0.3284935,1201
682,0.330765,0.335371,0.333068,1201
683,0.335371,0.340041,0.337706,1201
684,0.340041,0.344776,0.3424085,1201
685,0.344776,0.349578,0.347177,1201
686,0.349578,0.354446,0.352012,1201
687,0.354446,0.359381,0.3569135,1201
688,0.359381,0.364386,0.3618835,1201
689,0.364386,0.36946,0.366923,1201
690,0.36946,0.374605,0.3720325,1201
691,0.374605,0.379822,0.3772135,1201
692,0.379822,0.385111,0.3824665,1201
693,0.385111,0.390474,0.3877925,1201
694,0.390474,0.395911,0.3931925,1201
695,0.395911,0.401424,0.3986675,1201
696,0.401424,0.407014,0.404219,1201
697,0.407014,0.412682,0.409848,1201
698,0.412682,0.418429,0.4155555,1201
699,0.418429,0.424256,0.4213425,1201
700,0.424256,0.430164,0.42721,1201
701,0.430164,0.436154,0.433159,1201
702,0.436154,0.442227,0.4391905,1201
703,0.442227,0.448386,0.4453065,1201
704,0.448386,0.45463,0.451508,1201
705,0.45463,0.46096,0.457795,1201
706,0.46096,0.46738,0.46417,1201
707,0.46738,0.473888,0.470634,1201
708,0.473888,0.480487,0.4771875,1201
709,0.480487,0.487178,0.4838325,1201
710,0.487178,0.493962,0.49057,1201
711,0.493962,0.500841,0.4974015,1201
712,0.500841,0.507815,0.504328,1201
713,0.507815,0.514887,0.511351,1201
714,0.514887,0.522057,0.518472,1201
715,0.522057,0.529327,0.525692,1201
716,0.529327,0.536698,0.5330125,1201
717,0.536698,0.544171,0.5404345,1201
718,0.544171,0.551749,0.54796,1201
719,0.551749,0.559433,0.555591,1201
720,0.559433,0.567223,0.563328,1201
721,0.567223,0.575122,0.5711725,1201
722,0.575122,0.583131,0.5791265,1201
723,0.583131,0.591251,0.587191,1201
724,0.591251,0.599484,0.5953675,1201
725,0.599484,0.607832,0.603658,1201
726,0.607832,0.616297,0.6120645,1201
727,0.616297,0.624879,0.620588,1201
728,0.624879,0.63358,0.6292295,1201
729,0.63358,0.642403,0.6379915,1201
730,0.642403,0.651349,0.646876,1201
731,0.651349,0.660419,0.655884,1201
732,0.660419,0.669616,0.6650175,1201
733,0.669616,0.678941,0.6742785,1201
734,0.678941,0.688395,0.683668,1201
735,0.688395,0.697981,0.693188,1201
736,0.697981,0.707701,0.702841,1201
737,0.707701,0.717556,0.7126285,1201
738,0.717556,0.727548,0.722552,1201
739,0.727548,0.73768,0.732614,1201
740,0.73768,0.747952,0.742816,1201
741,0.747952,0.758368,0.75316,1201
742,0.758368,0.768928,0.763648,1201
743,0.768928,0.779636,0.774282,1201
744,0.779636,0.790493,0.7850645,1201
745,0.790493,0.801501,0.795997,1201
746,0.801501,0.812662,0.8070815,1201
747,0.812662,0.823979,0.8183205,1201
748,0.823979,0.835453,0.829716,1201
749,0.835453,0.847087,0.84127,1201
750,0.847087,0.858883,0.852985,1201
751,0.858883,0.870843,0.864863,1201
752,0.870843,0.88297,0.8769065,1201
753,0.88297,0.895266,0.889118,1201
754,0.895266,0.907733,0.9014995,1201
755,0.907733,0.920373,0.914053,1201
756,0.920373,0.93319,0.9267815,1201
757,0.93319,0.946185,0.9396875,1201
758,0.946185,0.959361,0.952773,1201
759,0.959361,0.97272,0.9660405,1201
760,0.97272,0.986266,0.979493,1201
761,0.986266,1,0.993133,1201
