areaperil_id,lat,lon,IMTs
703,19.65111,-70.75039,SA(0.3)
704,18.72528,-69.48922,SA(0.3)
705,17.82098,-71.4799,PGA
706,18.64758,-69.32236,SA(0.6)
707,18.70866,-71.72075,SA(0.3)
708,19.49478,-70.9451,SA(0.6)
709,18.26689,-70.28968,PGA
710,19.46248,-70.69921,PGA
711,18.22769,-71.1752,SA(0.6)
712,19.36947,-71.50202,PGA
713,18.39985,-71.58429,SA(0.6)
714,18.89367,-70.28045,PGA
715,18.51242,-70.78376,SA(0.6)
716,19.65939,-71.05378,SA(0.3)
717,19.54514,-70.79141,SA(0.3)
718,18.33596,-70.25138,PGA
719,18.52534,-70.05078,SA(0.6)
720,18.71568,-70.07229,PGA
721,19.49071,-70.57687,PGA
722,18.50364,-71.08828,SA(0.6)
723,18.84797,-70.37647,SA(0.6)
724,18.96847,-71.32667,SA(0.3)
725,18.51242,-70.78376,SA(0.3)
726,18.64788,-70.09339,SA(0.6)
727,18.35375,-70.46576,SA(0.3)
728,18.50952,-70.72575,PGA
729,19.34285,-70.47574,SA(0.6)
730,18.41372,-70.89891,SA(0.3)
731,18.30367,-70.26244,SA(0.6)
732,18.4724,-70.80543,SA(0.6)
733,18.82393,-70.32603,PGA
734,19.60131,-70.79519,SA(0.6)
735,18.26689,-70.28968,SA(0.6)
736,18.44948,-70.03886,SA(0.3)
737,19.34238,-70.74018,SA(0.6)
738,19.15991,-70.05499,SA(0.6)
739,19.55021,-70.07691,PGA
740,18.3952,-71.13365,PGA
741,18.31468,-71.04916,SA(0.3)
742,18.89231,-70.77257,SA(1.0)
743,18.51242,-70.78376,PGA
744,17.98857,-71.33787,SA(0.3)
745,19.20098,-70.22393,SA(0.3)
746,18.4441,-68.6701,SA(0.6)
747,19.60864,-70.4503,PGA
748,19.14114,-70.42316,SA(0.3)
749,18.48504,-69.26954,PGA
750,19.37696,-70.60209,SA(0.3)
751,18.38663,-70.73844,SA(0.6)
752,18.40551,-70.12264,PGA
753,18.41876,-70.84307,SA(0.6)
754,18.35669,-71.20959,PGA
755,18.9582,-69.85408,SA(0.3)
756,18.22769,-71.1752,PGA
757,18.63157,-69.88059,SA(0.3)
758,19.79472,-71.16079,PGA
759,19.28578,-69.5546,SA(0.6)
760,18.44938,-71.0469,SA(0.6)
761,18.31468,-71.04916,PGA
762,18.4724,-70.80543,SA(0.3)
763,18.86065,-71.1889,SA(0.3)
764,19.14114,-70.42316,PGA
765,19.05197,-70.02172,PGA
766,19.07693,-71.25961,SA(0.6)
767,18.44624,-69.67193,SA(0.3)
768,18.29558,-71.59704,SA(1.0)
769,19.10217,-69.86303,SA(0.3)
770,18.71543,-70.44822,PGA
771,19.10217,-69.86303,PGA
772,19.6508,-70.35299,SA(0.3)
773,19.25368,-70.29339,SA(0.6)
774,19.41349,-71.1707,SA(0.3)
775,19.20098,-70.22393,PGA
776,19.62054,-71.48497,PGA
777,18.79492,-71.67683,SA(0.3)
778,19.26877,-69.88425,SA(0.6)
779,18.60637,-71.64818,SA(0.3)
780,19.11916,-69.78956,PGA
781,19.55278,-70.74754,SA(0.6)
782,18.75608,-70.97669,SA(0.6)
783,19.11114,-70.08403,PGA
784,18.92891,-70.49047,SA(0.3)
785,19.73665,-71.29112,PGA
786,19.43586,-70.5703,SA(0.6)
787,19.71136,-71.12614,SA(0.3)
788,18.70866,-71.72075,SA(0.6)
789,18.81997,-69.59906,SA(0.3)
790,19.16952,-69.90431,SA(0.3)
791,18.02897,-71.57117,SA(0.3)
792,18.52784,-71.42623,PGA
793,18.02897,-71.57117,PGA
794,18.92894,-71.75544,SA(0.6)
795,18.47251,-70.23712,SA(0.3)
796,18.33098,-68.83146,SA(1.0)
797,18.47251,-70.23712,PGA
798,18.98038,-69.14,PGA
799,18.60637,-71.64818,PGA
800,18.71543,-70.44822,SA(0.6)
801,18.57965,-71.58104,SA(0.3)
802,18.55971,-68.96476,SA(0.6)
803,18.79545,-71.26506,SA(0.6)
804,18.59237,-69.50031,SA(0.6)
805,18.92891,-70.49047,PGA
806,19.39313,-69.87472,SA(1.0)
807,18.58445,-69.25711,SA(0.3)
808,19.51552,-69.93737,PGA
809,19.37647,-70.67144,SA(0.3)
810,18.54144,-70.47277,PGA
811,19.07911,-70.19937,SA(0.6)
812,19.68303,-71.08445,PGA
813,19.11456,-70.36309,PGA
814,19.25368,-70.29339,PGA
815,18.60063,-70.60963,PGA
816,18.3643,-70.88498,PGA
817,18.8538,-71.28483,SA(0.6)
818,19.59317,-70.31004,PGA
819,18.87872,-69.23926,SA(0.3)
820,18.25931,-70.16149,SA(0.6)
821,18.58378,-69.67552,SA(0.6)
822,18.48491,-69.94175,SA(1.0)
823,18.97742,-70.42073,SA(0.3)
824,18.51096,-69.14774,SA(0.6)
825,18.79545,-71.26506,PGA
826,17.98857,-71.33787,SA(0.6)
827,18.39283,-70.77253,SA(0.6)
828,18.88811,-71.21651,SA(0.6)
829,19.05569,-70.24912,SA(0.3)
830,18.86427,-69.07946,SA(0.3)
831,19.05569,-70.24912,PGA
832,19.30492,-69.93168,SA(0.6)
833,18.94033,-69.38286,SA(0.6)
834,18.44885,-69.04807,SA(1.0)
835,18.75686,-71.11577,PGA
836,19.67427,-70.4117,SA(0.6)
837,18.48846,-70.482,PGA
838,19.42111,-70.62242,PGA
839,18.79404,-70.64052,SA(0.3)
840,18.38677,-71.21829,PGA
841,18.55087,-69.76955,SA(0.6)
842,19.11456,-70.36309,SA(0.6)
843,18.65147,-71.3268,PGA
844,18.17174,-71.11669,SA(0.3)
845,19.52753,-70.44672,SA(0.6)
846,18.3939,-70.79988,PGA
847,18.58006,-70.2244,SA(0.3)
848,18.85716,-69.93793,PGA
849,18.58006,-70.2244,PGA
850,19.22495,-70.51054,SA(0.3)
851,18.28257,-70.42785,SA(0.3)
852,19.18589,-69.73282,PGA
853,18.53035,-71.3046,SA(0.6)
854,19.64358,-71.1261,SA(0.3)
855,19.17906,-70.34634,SA(0.6)
856,19.17482,-70.82172,SA(0.6)
857,18.64137,-70.54512,SA(0.6)
858,19.04413,-70.17874,PGA
859,19.44293,-71.49326,SA(0.6)
860,19.6008,-71.27881,SA(0.6)
861,18.53465,-70.64852,PGA
862,18.96847,-71.32667,PGA
863,18.94141,-69.06776,PGA
864,19.17906,-70.34634,SA(1.0)
865,18.66078,-70.22103,PGA
866,18.29759,-71.20934,SA(0.3)
867,18.29398,-71.29456,SA(0.6)
868,18.58976,-70.89739,SA(0.3)
869,18.85025,-70.05637,SA(0.3)
870,19.04741,-69.81302,SA(0.3)
871,18.89367,-70.28045,SA(0.3)
872,18.64121,-68.57698,PGA
873,19.18589,-69.73282,SA(0.6)
874,19.73299,-70.97605,PGA
875,19.7107,-70.67741,SA(0.6)
876,18.26262,-71.14446,PGA
877,19.55021,-70.07691,SA(0.3)
878,19.62143,-70.9503,SA(0.3)
879,19.2414,-69.3513,SA(1.0)
880,19.44293,-71.49326,PGA
881,18.57385,-70.87601,SA(0.3)
882,18.35369,-70.29486,SA(0.3)
883,17.94289,-71.24431,SA(0.6)
884,18.24709,-70.21398,SA(0.6)
885,18.86204,-68.73131,SA(0.6)
886,19.17906,-70.34634,PGA
887,19.33306,-70.68856,SA(0.6)
888,19.32287,-71.44224,SA(0.6)
889,18.66078,-70.22103,SA(0.6)
890,18.71152,-68.99299,SA(0.6)
891,18.38189,-71.48184,SA(0.3)
892,18.80339,-69.3534,SA(0.6)
893,19.07911,-70.19937,SA(0.3)
894,19.09322,-70.67071,PGA
895,18.63157,-69.88059,PGA
896,18.42267,-70.79616,PGA
897,18.41372,-70.89891,PGA
898,18.34177,-70.19619,SA(0.3)
899,18.35369,-70.29486,PGA
900,19.09322,-70.67071,SA(1.0)
901,18.55981,-71.20362,PGA
902,18.45064,-69.43347,SA(0.6)
903,18.66078,-70.22103,SA(1.0)
904,19.60861,-69.97794,PGA
905,19.51038,-71.03294,SA(0.3)
906,19.60098,-70.67043,SA(0.6)
907,18.79641,-70.10494,SA(0.6)
908,18.58378,-69.67552,SA(0.3)
909,18.85972,-71.63949,PGA
910,17.99142,-71.21532,SA(0.3)
911,18.3939,-70.79988,SA(0.6)
912,18.2979,-70.23189,PGA
913,19.23865,-70.32123,SA(0.3)
914,19.03183,-70.32431,SA(0.3)
915,18.64722,-71.44302,SA(0.6)
916,18.47373,-70.01334,SA(0.3)
917,19.45067,-70.00796,PGA
918,19.3996,-70.64241,SA(0.3)
919,19.3905,-70.51666,SA(0.3)
920,18.91458,-71.58988,PGA
921,18.97742,-70.42073,PGA
922,18.69915,-71.19049,PGA
923,19.34238,-70.74018,PGA
924,19.34238,-70.74018,SA(0.3)
925,19.05934,-71.64196,SA(0.6)
926,19.2414,-69.3513,SA(0.6)
927,18.6959,-69.25253,PGA
928,18.98038,-69.14,SA(0.6)
929,19.23478,-70.03406,SA(0.3)
930,19.36772,-70.57581,SA(0.3)
931,18.70913,-71.40612,SA(0.6)
932,18.47373,-70.01334,PGA
933,19.28527,-69.24252,SA(0.3)
934,19.48716,-70.39203,SA(0.3)
935,18.04708,-71.20526,PGA
936,19.39603,-70.21466,SA(0.3)
937,19.66566,-71.65401,SA(0.3)
938,19.39248,-70.24352,PGA
939,19.39313,-69.87472,SA(0.6)
940,19.68303,-71.08445,SA(0.3)
941,18.52534,-70.05078,PGA
942,19.83809,-71.06916,SA(0.6)
943,18.79545,-71.26506,SA(1.0)
944,19.48991,-70.84554,SA(0.3)
945,19.01134,-70.42779,SA(0.3)
946,18.44885,-69.04807,SA(0.6)
947,19.90571,-71.02425,SA(0.6)
948,18.7578,-70.33628,SA(0.6)
949,19.05934,-71.64196,SA(0.3)
950,19.58964,-70.57723,SA(0.3)
951,18.87872,-69.23926,SA(0.6)
952,19.38744,-70.40764,SA(0.6)
953,19.46248,-70.69921,SA(0.3)
954,19.39248,-70.24352,SA(0.3)
955,19.6992,-70.92124,PGA
956,19.59996,-71.02072,SA(0.6)
957,18.94033,-69.38286,PGA
958,19.29617,-69.42757,SA(0.6)
959,19.5245,-71.1201,PGA
960,18.60194,-70.78272,SA(0.3)
961,19.58964,-70.57723,PGA
962,19.77856,-71.09322,SA(0.6)
963,19.12658,-70.13919,SA(0.6)
964,18.50663,-70.13351,SA(0.6)
965,18.60795,-71.75162,SA(0.6)
966,18.73283,-71.6071,SA(0.6)
967,18.70584,-71.65568,SA(0.6)
968,18.24709,-70.21398,SA(0.3)
969,19.60098,-70.67043,PGA
970,18.23244,-71.34442,SA(0.6)
971,19.34285,-70.47574,PGA
972,18.38677,-71.21829,SA(0.3)
973,19.5245,-71.1201,SA(0.3)
974,18.44856,-70.18399,SA(0.3)
975,18.47251,-70.23712,SA(1.0)
976,19.60864,-70.4503,SA(0.6)
977,19.16943,-69.64651,SA(0.3)
978,19.02336,-71.73405,PGA
979,19.17884,-69.83685,PGA
980,18.33098,-68.83146,SA(0.3)
981,19.8079,-71.44,SA(0.3)
982,18.55971,-68.96476,PGA
983,19.76251,-70.86653,PGA
984,18.96556,-70.13268,SA(0.3)
985,19.41349,-71.1707,PGA
986,19.56666,-71.61247,SA(0.3)
987,18.11139,-71.12,SA(0.6)
988,19.04413,-70.17874,SA(0.3)
989,19.6024,-71.71698,SA(0.6)
990,19.40908,-71.66701,SA(0.6)
991,18.33656,-71.20364,PGA
992,19.58979,-71.13881,SA(0.3)
993,19.58565,-70.94568,SA(0.6)
994,17.86792,-71.34826,PGA
995,18.34177,-70.19619,SA(1.0)
996,18.35669,-71.20959,SA(0.3)
997,19.29026,-71.12493,SA(0.3)
998,18.33596,-70.25138,SA(0.6)
999,18.29398,-71.29456,SA(0.3)
1000,18.89231,-70.77257,SA(0.6)
1001,18.57385,-70.87601,PGA
1002,19.04741,-69.81302,PGA
1003,18.58267,-69.95324,SA(0.6)
1004,19.36947,-71.50202,SA(0.6)
1005,18.60787,-71.63992,SA(0.3)
1006,18.98613,-69.71949,SA(0.6)
1007,18.79492,-71.67683,SA(0.6)
1008,18.89231,-70.77257,PGA
1009,19.3373,-70.13166,SA(0.3)
1010,18.73797,-70.24859,PGA
1011,18.54428,-70.00495,PGA
1012,18.40614,-68.99109,SA(1.0)
1013,18.34884,-71.21639,SA(0.6)
1014,19.4027,-71.58728,SA(0.3)
1015,18.558,-71.00756,SA(0.6)
1016,19.09322,-70.67071,SA(0.3)
1017,19.49071,-70.57687,SA(0.6)
1018,19.49151,-71.62539,PGA
1019,19.17884,-69.83685,SA(0.6)
1020,19.0039,-71.49338,SA(0.3)
1021,18.42267,-70.79616,SA(0.3)
1022,19.07693,-71.25961,SA(0.3)
1023,19.06479,-70.46181,PGA
1024,18.33989,-71.29868,SA(0.6)
1025,18.3161,-70.91817,SA(0.6)
1026,19.44866,-70.4948,SA(0.6)
1027,18.06619,-71.15303,SA(0.3)
1028,18.44624,-69.67193,SA(0.6)
1029,18.17174,-71.11669,SA(0.6)
1030,18.58378,-69.67552,PGA
1031,19.83215,-70.94996,PGA
1032,18.73283,-71.6071,PGA
1033,18.50663,-70.13351,PGA
1034,18.51096,-69.14774,PGA
1035,18.54144,-70.47277,SA(0.3)
1036,19.6008,-71.27881,PGA
1037,19.03183,-70.32431,PGA
1038,18.57469,-70.11158,SA(1.0)
1039,19.24319,-70.72795,SA(0.6)
1040,19.6475,-70.91754,SA(0.6)
1041,18.94521,-70.62214,PGA
1042,18.25896,-70.52734,SA(0.3)
1043,18.4739,-71.809,SA(0.3)
1044,19.59317,-70.31004,SA(0.6)
1045,18.25931,-70.16149,PGA
1046,19.67427,-70.4117,PGA
1047,18.58267,-69.95324,SA(1.0)
1048,18.48846,-70.482,SA(0.6)
1049,19.50118,-71.51811,SA(0.3)
1050,18.45898,-70.83222,SA(0.6)
1051,18.85972,-71.63949,SA(0.3)
1052,19.31957,-70.5388,SA(0.3)
1053,18.56477,-70.03498,SA(0.6)
1054,18.25931,-70.16149,SA(0.3)
1055,18.27707,-71.42781,SA(0.3)
1056,18.39283,-70.77253,PGA
1057,18.56477,-70.03498,SA(0.3)
1058,19.52753,-70.44672,PGA
1059,18.40614,-68.99109,PGA
1060,18.44938,-71.0469,PGA
1061,19.59446,-70.15117,PGA
1062,18.37255,-70.36785,SA(0.3)
1063,18.55514,-70.87067,PGA
1064,19.72995,-70.43584,SA(0.3)
1065,18.55903,-69.61099,SA(0.3)
1066,18.3643,-70.88498,SA(0.6)
1067,18.69915,-71.19049,SA(0.3)
1068,18.8921,-70.39888,PGA
1069,18.26404,-71.1703,SA(0.6)
1070,18.8921,-70.39888,SA(0.3)
1071,19.55306,-70.24905,SA(0.3)
1072,19.43268,-70.60517,SA(0.3)
1073,19.5245,-71.1201,SA(1.0)
1074,18.97874,-69.24121,SA(0.3)
1075,19.10473,-70.30261,PGA
1076,18.92032,-71.46383,SA(1.0)
1077,18.18162,-71.70919,SA(0.3)
1078,18.41397,-70.03485,PGA
1079,19.56666,-71.61247,SA(0.6)
1080,18.79492,-71.67683,PGA
1081,19.59446,-70.15117,SA(0.3)
1082,19.55278,-70.74754,PGA
1083,19.20972,-70.1321,PGA
1084,18.54821,-70.40873,SA(0.3)
1085,18.73886,-71.52038,SA(0.3)
1086,18.68545,-71.48115,SA(0.6)
1087,19.58016,-70.86338,SA(1.0)
1088,18.12061,-71.31796,SA(0.6)
1089,18.6403,-71.04649,SA(0.6)
1090,18.52784,-71.42623,SA(0.6)
1091,18.46366,-69.02002,SA(1.0)
1092,18.6403,-71.04649,SA(0.3)
1093,19.51552,-69.93737,SA(0.6)
1094,18.45143,-70.72964,SA(0.6)
1095,18.52534,-70.05078,SA(1.0)
1096,18.22277,-71.09738,PGA
1097,18.66956,-69.77733,PGA
1098,18.63165,-70.45625,SA(0.3)
1099,18.98613,-69.71949,PGA
1100,19.69702,-71.19893,SA(0.3)
1101,19.43268,-70.60517,SA(1.0)
1102,19.50293,-70.61114,SA(0.6)
1103,18.17174,-71.11669,PGA
1104,19.11916,-69.78956,SA(0.6)
1105,19.62054,-71.48497,SA(0.6)
1106,19.70826,-70.5926,SA(0.3)
1107,18.8921,-70.39888,SA(0.6)
1108,18.97742,-70.42073,SA(0.6)
1109,18.42247,-71.77378,SA(0.3)
1110,18.69915,-71.19049,SA(0.6)
1111,18.26404,-71.1703,PGA
1112,18.86043,-70.96473,SA(0.6)
1113,19.72995,-70.43584,SA(0.6)
1114,18.22277,-71.09738,SA(0.3)
1115,19.11114,-70.08403,SA(0.6)
1116,19.8079,-71.44,PGA
1117,19.69702,-71.19893,PGA
1118,18.47373,-70.01334,SA(1.0)
1119,19.40131,-70.57064,PGA
1120,19.30596,-71.64771,SA(0.6)
1121,19.60861,-69.97794,SA(0.6)
1122,18.4441,-68.6701,SA(0.3)
1123,19.81745,-71.01233,PGA
1124,19.81745,-71.01233,SA(0.3)
1125,18.45153,-70.94165,PGA
1126,18.4739,-71.809,SA(0.6)
1127,19.31475,-70.81078,SA(0.3)
1128,18.53626,-70.15541,SA(0.3)
1129,19.6475,-70.91754,SA(0.3)
1130,18.77233,-69.83444,SA(0.6)
1131,18.87455,-71.38026,SA(0.6)
1132,19.75176,-71.03526,SA(0.3)
1133,19.32287,-71.44224,PGA
1134,19.39248,-70.24352,SA(1.0)
1135,18.6617,-68.47696,PGA
1136,18.42267,-70.79616,SA(0.6)
1137,19.02361,-69.48301,SA(0.3)
1138,18.43921,-71.35709,SA(0.3)
1139,19.4027,-71.58728,PGA
1140,18.81997,-69.59906,SA(1.0)
1141,18.34884,-71.21639,SA(0.3)
1142,19.73299,-70.97605,SA(0.6)
1143,18.9582,-69.85408,SA(0.6)
1144,19.7107,-70.67741,PGA
1145,18.70612,-70.90726,PGA
1146,19.3373,-70.13166,SA(0.6)
1147,19.78452,-71.61344,SA(0.3)
1148,19.51623,-70.30794,PGA
1149,18.71152,-68.99299,PGA
1150,19.20313,-69.82603,SA(0.6)
1151,19.36947,-71.50202,SA(0.3)
1152,19.3373,-70.13166,PGA
1153,18.33098,-68.83146,PGA
1154,18.72528,-69.48922,SA(0.6)
1155,18.1999,-71.24659,SA(0.6)
1156,18.55514,-70.87067,SA(0.3)
1157,18.28757,-71.14281,SA(0.6)
1158,18.49825,-69.80315,SA(0.6)
1159,18.94033,-69.38286,SA(0.3)
1160,18.74939,-69.0364,SA(0.3)
1161,18.74869,-69.35623,SA(0.3)
1162,18.4739,-71.809,PGA
1163,19.57004,-69.93254,PGA
1164,19.58979,-71.13881,SA(0.6)
1165,18.64137,-70.54512,PGA
1166,19.40908,-71.66701,SA(0.3)
1167,19.6024,-71.71698,SA(0.3)
1168,18.40751,-70.82792,SA(0.6)
1169,18.11139,-71.12,SA(0.3)
1170,18.64137,-70.54512,SA(1.0)
1171,18.70612,-70.90726,SA(0.6)
1172,18.74939,-69.0364,SA(1.0)
1173,19.31957,-70.5388,PGA
1174,18.7911,-71.39556,SA(0.3)
1175,18.96556,-70.13268,SA(0.6)
1176,19.13438,-69.77907,SA(0.6)
1177,18.25896,-70.52734,SA(0.6)
1178,19.8079,-71.44,SA(0.6)
1179,19.12658,-70.13919,PGA
1180,18.64137,-70.54512,SA(0.3)
1181,19.73665,-71.29112,SA(0.6)
1182,19.43268,-70.60517,PGA
1183,18.25896,-70.52734,PGA
1184,18.48504,-69.26954,SA(1.0)
1185,19.60864,-70.4503,SA(0.3)
1186,18.44856,-70.18399,SA(0.6)
1187,19.5245,-71.1201,SA(0.6)
1188,19.37696,-70.60209,PGA
1189,19.37736,-69.97813,PGA
1190,18.9582,-69.85408,PGA
1191,19.37736,-69.97813,SA(0.3)
1192,19.68185,-71.39182,SA(0.6)
1193,18.44948,-70.03886,PGA
1194,19.23409,-70.99304,SA(0.3)
1195,19.18317,-70.90982,PGA
1196,18.11139,-71.12,PGA
1197,18.73283,-71.6071,SA(0.3)
1198,18.60795,-71.75162,SA(0.3)
1199,18.71744,-70.765,SA(0.3)
1200,19.12658,-70.13919,SA(0.3)
1201,17.86792,-71.34826,SA(0.6)
1202,19.58016,-70.86338,SA(0.3)
1203,18.70465,-71.08923,PGA
1204,19.23865,-70.32123,SA(0.6)
1205,18.77491,-70.98981,PGA
1206,18.87886,-70.87995,PGA
1207,18.31159,-68.76492,PGA
1208,19.05197,-70.02172,SA(0.3)
1209,19.29617,-69.42757,PGA
1210,19.29617,-69.42757,SA(0.3)
1211,19.40131,-70.57064,SA(0.3)
1212,19.6508,-70.35299,PGA
1213,19.16029,-70.60506,SA(0.6)
1214,18.53884,-69.42039,PGA
1215,18.25232,-70.2509,PGA
1216,19.79472,-71.16079,SA(0.3)
1217,18.31159,-68.76492,SA(0.6)
1218,19.39248,-70.24352,SA(0.6)
1219,18.60795,-71.75162,PGA
1220,18.57469,-70.11158,SA(0.6)
1221,18.86065,-71.1889,PGA
1222,19.58016,-70.86338,PGA
1223,18.25232,-70.2509,SA(0.3)
1224,18.7578,-70.33628,SA(0.3)
1225,18.35934,-70.08223,SA(0.6)
1226,19.90571,-71.02425,PGA
1227,19.90571,-71.02425,SA(0.3)
1228,18.85025,-70.05637,SA(0.6)
1229,19.48991,-70.84554,SA(0.6)
1230,19.54058,-70.70451,SA(0.6)
1231,19.69201,-70.5175,SA(0.3)
1232,19.01562,-71.59172,PGA
