areaperil_id,lon,lat,IMTs
727,-71.1,19.5,SA(0.3)
728,-71.1,19.55,SA(0.3)
729,-71.1,19.6,SA(0.3)
730,-71.1,19.65,SA(0.3)
731,-71.1,19.7,SA(0.3)
732,-71.1,19.75,SA(0.3)
733,-71.1,19.8,SA(0.3)
734,-71.1,19.85,SA(0.3)
735,-71.1,19.9,SA(0.3)
736,-71.1,19.95,SA(0.3)
737,-71.1,20.0,SA(0.3)
738,-71.05,18.0,SA(0.3)
739,-71.05,18.05,SA(0.3)
740,-71.05,18.1,SA(0.3)
741,-71.05,18.15,SA(0.3)
742,-71.05,18.2,SA(0.3)
743,-71.05,18.25,SA(0.3)
744,-71.05,18.3,SA(0.3)
745,-71.05,18.35,SA(0.3)
746,-71.05,18.4,SA(0.3)
747,-71.05,18.45,SA(0.3)
748,-71.05,18.5,SA(0.3)
749,-71.05,18.55,SA(0.3)
750,-71.05,18.6,SA(0.3)
751,-71.05,18.65,SA(0.3)
752,-71.05,18.7,SA(0.3)
753,-71.05,18.75,SA(0.3)
754,-71.05,18.8,SA(0.3)
755,-71.05,18.85,SA(0.3)
756,-71.05,18.9,SA(0.3)
757,-71.05,18.95,SA(0.3)
758,-71.05,19.0,SA(0.3)
759,-71.05,19.05,SA(0.3)
760,-71.05,19.1,SA(0.3)
761,-71.05,19.15,SA(0.3)
762,-71.05,19.2,SA(0.3)
763,-71.05,19.25,SA(0.3)
764,-71.05,19.3,SA(0.3)
765,-71.05,19.35,SA(0.3)
766,-71.05,19.4,SA(0.3)
767,-71.05,19.45,SA(0.3)
768,-71.05,19.5,SA(0.3)
769,-71.05,19.55,SA(0.3)
770,-71.05,19.6,SA(0.3)
771,-71.05,19.65,SA(0.3)
772,-71.05,19.7,SA(0.3)
773,-71.05,19.75,SA(0.3)
774,-71.05,19.8,SA(0.3)
775,-71.05,19.85,SA(0.3)
776,-71.05,19.9,SA(0.3)
777,-71.05,19.95,SA(0.3)
778,-71.05,20.0,SA(0.3)
779,-71.0,18.05,SA(0.3)
780,-71.0,18.1,SA(0.3)
781,-71.0,18.15,SA(0.3)
782,-71.0,18.2,SA(0.3)
783,-71.0,18.25,SA(0.3)
784,-71.0,18.3,SA(0.3)
785,-71.0,18.35,SA(0.3)
786,-71.0,18.4,SA(0.3)
787,-71.0,18.45,SA(0.3)
788,-71.0,18.5,SA(0.3)
789,-71.0,18.55,SA(0.3)
790,-71.0,18.6,SA(0.3)
791,-71.0,18.65,SA(0.3)
792,-71.0,18.7,SA(0.3)
793,-71.0,18.75,SA(0.3)
794,-71.0,18.8,SA(0.3)
795,-71.0,18.85,SA(0.3)
796,-71.0,18.9,SA(0.3)
797,-71.0,18.95,SA(0.3)
798,-71.0,19.0,SA(0.3)
799,-71.0,19.05,SA(0.3)
800,-71.0,19.1,SA(0.3)
801,-71.0,19.15,SA(0.3)
802,-71.0,19.2,SA(0.3)
803,-71.0,19.25,SA(0.3)
804,-71.0,19.3,SA(0.3)
805,-71.0,19.35,SA(0.3)
806,-71.0,19.4,SA(0.3)
807,-71.0,19.45,SA(0.3)
808,-71.0,19.5,SA(0.3)
809,-71.0,19.55,SA(0.3)
810,-71.0,19.6,SA(0.3)
811,-71.0,19.65,SA(0.3)
812,-71.0,19.7,SA(0.3)
813,-71.0,19.75,SA(0.3)
814,-71.0,19.8,SA(0.3)
815,-71.0,19.85,SA(0.3)
816,-71.0,19.9,SA(0.3)
817,-71.0,19.95,SA(0.3)
818,-71.0,20.0,SA(0.3)
819,-70.95,18.2,SA(0.3)
820,-70.95,18.25,SA(0.3)
821,-70.95,18.3,SA(0.3)
822,-70.95,18.35,SA(0.3)
823,-70.95,18.4,SA(0.3)
824,-70.95,18.45,SA(0.3)
825,-70.95,18.5,SA(0.3)
826,-70.95,18.55,SA(0.3)
827,-70.95,18.6,SA(0.3)
828,-70.95,18.65,SA(0.3)
829,-70.95,18.7,SA(0.3)
830,-70.95,18.75,SA(0.3)
831,-70.95,18.8,SA(0.3)
832,-70.95,18.85,SA(0.3)
833,-70.95,18.9,SA(0.3)
834,-70.95,18.95,SA(0.3)
835,-70.95,19.0,SA(0.3)
836,-70.95,19.05,SA(0.3)
837,-70.95,19.1,SA(0.3)
838,-70.95,19.15,SA(0.3)
839,-70.95,19.2,SA(0.3)
840,-70.95,19.25,SA(0.3)
841,-70.95,19.3,SA(0.3)
842,-70.95,19.35,SA(0.3)
843,-70.95,19.4,SA(0.3)
844,-70.95,19.45,SA(0.3)
845,-70.95,19.5,SA(0.3)
846,-70.95,19.55,SA(0.3)
847,-70.95,19.6,SA(0.3)
848,-70.95,19.65,SA(0.3)
849,-70.95,19.7,SA(0.3)
850,-70.95,19.75,SA(0.3)
851,-70.95,19.8,SA(0.3)
852,-70.95,19.85,SA(0.3)
853,-70.95,19.9,SA(0.3)
854,-70.95,19.95,SA(0.3)
855,-70.95,20.0,SA(0.3)
856,-70.9,18.2,SA(0.3)
857,-70.9,18.25,SA(0.3)
858,-70.9,18.3,SA(0.3)
859,-70.9,18.35,SA(0.3)
860,-70.9,18.4,SA(0.3)
861,-70.9,18.45,SA(0.3)
862,-70.9,18.5,SA(0.3)
863,-70.9,18.55,SA(0.3)
864,-70.9,18.6,SA(0.3)
865,-70.9,18.65,SA(0.3)
866,-70.9,18.7,SA(0.3)
867,-70.9,18.75,SA(0.3)
868,-70.9,18.8,SA(0.3)
869,-70.9,18.85,SA(0.3)
870,-70.9,18.9,SA(0.3)
871,-70.9,18.95,SA(0.3)
872,-70.9,19.0,SA(0.3)
873,-70.9,19.05,SA(0.3)
874,-70.9,19.1,SA(0.3)
875,-70.9,19.15,SA(0.3)
876,-70.9,19.2,SA(0.3)
877,-70.9,19.25,SA(0.3)
878,-70.9,19.3,SA(0.3)
879,-70.9,19.35,SA(0.3)
880,-70.9,19.4,SA(0.3)
881,-70.9,19.45,SA(0.3)
882,-70.9,19.5,SA(0.3)
883,-70.9,19.55,SA(0.3)
884,-70.9,19.6,SA(0.3)
885,-70.9,19.65,SA(0.3)
886,-70.9,19.7,SA(0.3)
887,-70.9,19.75,SA(0.3)
888,-70.9,19.8,SA(0.3)
889,-70.9,19.85,SA(0.3)
890,-70.9,19.9,SA(0.3)
891,-70.9,19.95,SA(0.3)
892,-70.9,20.0,SA(0.3)
893,-70.85,18.2,SA(0.3)
894,-70.85,18.25,SA(0.3)
895,-70.85,18.3,SA(0.3)
896,-70.85,18.35,SA(0.3)
897,-70.85,18.4,SA(0.3)
898,-70.85,18.45,SA(0.3)
899,-70.85,18.5,SA(0.3)
900,-70.85,18.55,SA(0.3)
901,-70.85,18.6,SA(0.3)
902,-70.85,18.65,SA(0.3)
903,-70.85,18.7,SA(0.3)
904,-70.85,18.75,SA(0.3)
905,-70.85,18.8,SA(0.3)
906,-70.85,18.85,SA(0.3)
907,-70.85,18.9,SA(0.3)
908,-70.85,18.95,SA(0.3)
909,-70.85,19.0,SA(0.3)
910,-70.85,19.05,SA(0.3)
911,-70.85,19.1,SA(0.3)
912,-70.85,19.15,SA(0.3)
913,-70.85,19.2,SA(0.3)
914,-70.85,19.25,SA(0.3)
915,-70.85,19.3,SA(0.3)
916,-70.85,19.35,SA(0.3)
917,-70.85,19.4,SA(0.3)
918,-70.85,19.45,SA(0.3)
919,-70.85,19.5,SA(0.3)
920,-70.85,19.55,SA(0.3)
921,-70.85,19.6,SA(0.3)
922,-70.85,19.65,SA(0.3)
923,-70.85,19.7,SA(0.3)
924,-70.85,19.75,SA(0.3)
925,-70.85,19.8,SA(0.3)
926,-70.85,19.85,SA(0.3)
927,-70.85,19.9,SA(0.3)
928,-70.85,19.95,SA(0.3)
929,-70.85,20.0,SA(0.3)
930,-70.8,18.25,SA(0.3)
931,-70.8,18.3,SA(0.3)
932,-70.8,18.35,SA(0.3)
933,-70.8,18.4,SA(0.3)
934,-70.8,18.45,SA(0.3)
935,-70.8,18.5,SA(0.3)
936,-70.8,18.55,SA(0.3)
937,-70.8,18.6,SA(0.3)
938,-70.8,18.65,SA(0.3)
939,-70.8,18.7,SA(0.3)
940,-70.8,18.75,SA(0.3)
941,-70.8,18.8,SA(0.3)
942,-70.8,18.85,SA(0.3)
943,-70.8,18.9,SA(0.3)
944,-70.8,18.95,SA(0.3)
945,-70.8,19.0,SA(0.3)
946,-70.8,19.05,SA(0.3)
947,-70.8,19.1,SA(0.3)
948,-70.8,19.15,SA(0.3)
949,-70.8,19.2,SA(0.3)
950,-70.8,19.25,SA(0.3)
951,-70.8,19.3,SA(0.3)
952,-70.8,19.35,SA(0.3)
953,-70.8,19.4,SA(0.3)
954,-70.8,19.45,SA(0.3)
955,-70.8,19.5,SA(0.3)
956,-70.8,19.55,SA(0.3)
957,-70.8,19.6,SA(0.3)
958,-70.8,19.65,SA(0.3)
959,-70.8,19.7,SA(0.3)
960,-70.8,19.75,SA(0.3)
961,-70.8,19.8,SA(0.3)
962,-70.8,19.85,SA(0.3)
963,-70.8,19.9,SA(0.3)
964,-70.8,19.95,SA(0.3)
965,-70.75,18.25,SA(0.3)
966,-70.75,18.3,SA(0.3)
967,-70.75,18.35,SA(0.3)
968,-70.75,18.4,SA(0.3)
969,-70.75,18.45,SA(0.3)
970,-70.75,18.5,SA(0.3)
971,-70.75,18.55,SA(0.3)
972,-70.75,18.6,SA(0.3)
973,-70.75,18.65,SA(0.3)
974,-70.75,18.7,SA(0.3)
975,-70.75,18.75,SA(0.3)
976,-70.75,18.8,SA(0.3)
977,-70.75,18.85,SA(0.3)
978,-70.75,18.9,SA(0.3)
979,-70.75,18.95,SA(0.3)
980,-70.75,19.0,SA(0.3)
981,-70.75,19.05,SA(0.3)
982,-70.75,19.1,SA(0.3)
983,-70.75,19.15,SA(0.3)
984,-70.75,19.2,SA(0.3)
985,-70.75,19.25,SA(0.3)
986,-70.75,19.3,SA(0.3)
987,-70.75,19.35,SA(0.3)
988,-70.75,19.4,SA(0.3)
989,-70.75,19.45,SA(0.3)
990,-70.75,19.5,SA(0.3)
991,-70.75,19.55,SA(0.3)
992,-70.75,19.6,SA(0.3)
993,-70.75,19.65,SA(0.3)
994,-70.75,19.7,SA(0.3)
995,-70.75,19.75,SA(0.3)
996,-70.75,19.8,SA(0.3)
997,-70.75,19.85,SA(0.3)
998,-70.75,19.9,SA(0.3)
999,-70.75,19.95,SA(0.3)
1000,-70.7,18.3,SA(0.3)
1001,-70.7,18.35,SA(0.3)
1002,-70.7,18.4,SA(0.3)
1003,-70.7,18.45,SA(0.3)
1004,-70.7,18.5,SA(0.3)
1005,-70.7,18.55,SA(0.3)
1006,-70.7,18.6,SA(0.3)
1007,-70.7,18.65,SA(0.3)
1008,-70.7,18.7,SA(0.3)
1009,-70.7,18.75,SA(0.3)
1010,-70.7,18.8,SA(0.3)
1011,-70.7,18.85,SA(0.3)
1012,-70.7,18.9,SA(0.3)
1013,-70.7,18.95,SA(0.3)
1014,-70.7,19.0,SA(0.3)
1015,-70.7,19.05,SA(0.3)
1016,-70.7,19.1,SA(0.3)
1017,-70.7,19.15,SA(0.3)
1018,-70.7,19.2,SA(0.3)
1019,-70.7,19.25,SA(0.3)
1020,-70.7,19.3,SA(0.3)
1021,-70.7,19.35,SA(0.3)
1022,-70.7,19.4,SA(0.3)
1023,-70.7,19.45,SA(0.3)
1024,-70.7,19.5,SA(0.3)
1025,-70.7,19.55,SA(0.3)
1026,-70.7,19.6,SA(0.3)
1027,-70.7,19.65,SA(0.3)
1028,-70.7,19.7,SA(0.3)
1029,-70.7,19.75,SA(0.3)
1030,-70.7,19.8,SA(0.3)
1031,-70.7,19.85,SA(0.3)
1032,-70.7,19.9,SA(0.3)
1033,-70.65,18.2,SA(0.3)
1034,-70.65,18.25,SA(0.3)
1035,-70.65,18.3,SA(0.3)
1036,-70.65,18.35,SA(0.3)
1037,-70.65,18.4,SA(0.3)
1038,-70.65,18.45,SA(0.3)
1039,-70.65,18.5,SA(0.3)
1040,-70.65,18.55,SA(0.3)
1041,-70.65,18.6,SA(0.3)
1042,-70.65,18.65,SA(0.3)
1043,-70.65,18.7,SA(0.3)
1044,-70.65,18.75,SA(0.3)
1045,-70.65,18.8,SA(0.3)
1046,-70.65,18.85,SA(0.3)
1047,-70.65,18.9,SA(0.3)
1048,-70.65,18.95,SA(0.3)
1049,-70.65,19.0,SA(0.3)
1050,-70.65,19.05,SA(0.3)
1051,-70.65,19.1,SA(0.3)
1052,-70.65,19.15,SA(0.3)
1053,-70.65,19.2,SA(0.3)
1054,-70.65,19.25,SA(0.3)
1055,-70.65,19.3,SA(0.3)
1056,-70.65,19.35,SA(0.3)
1057,-70.65,19.4,SA(0.3)
1058,-70.65,19.45,SA(0.3)
1059,-70.65,19.5,SA(0.3)
1060,-70.65,19.55,SA(0.3)
1061,-70.65,19.6,SA(0.3)
1062,-70.65,19.65,SA(0.3)
1063,-70.65,19.7,SA(0.3)
1064,-70.65,19.75,SA(0.3)
1065,-70.65,19.8,SA(0.3)
1066,-70.65,19.85,SA(0.3)
1067,-70.6,18.15,SA(0.3)
1068,-70.6,18.2,SA(0.3)
1069,-70.6,18.25,SA(0.3)
1070,-70.6,18.3,SA(0.3)
1071,-70.6,18.35,SA(0.3)
1072,-70.6,18.4,SA(0.3)
1073,-70.6,18.45,SA(0.3)
1074,-70.6,18.5,SA(0.3)
1075,-70.6,18.55,SA(0.3)
1076,-70.6,18.6,SA(0.3)
1077,-70.6,18.65,SA(0.3)
1078,-70.6,18.7,SA(0.3)
1079,-70.6,18.75,SA(0.3)
1080,-70.6,18.8,SA(0.3)
1081,-70.6,18.85,SA(0.3)
1082,-70.6,18.9,SA(0.3)
1083,-70.6,18.95,SA(0.3)
1084,-70.6,19.0,SA(0.3)
1085,-70.6,19.05,SA(0.3)
1086,-70.6,19.1,SA(0.3)
1087,-70.6,19.15,SA(0.3)
1088,-70.6,19.2,SA(0.3)
1089,-70.6,19.25,SA(0.3)
1090,-70.6,19.3,SA(0.3)
1091,-70.6,19.35,SA(0.3)
1092,-70.6,19.4,SA(0.3)
1093,-70.6,19.45,SA(0.3)
1094,-70.6,19.5,SA(0.3)
1095,-70.6,19.55,SA(0.3)
1096,-70.6,19.6,SA(0.3)
1097,-70.6,19.65,SA(0.3)
1098,-70.6,19.7,SA(0.3)
1099,-70.6,19.75,SA(0.3)
1100,-70.6,19.8,SA(0.3)
1101,-70.6,19.85,SA(0.3)
1102,-70.55,18.15,SA(0.3)
1103,-70.55,18.2,SA(0.3)
1104,-70.55,18.25,SA(0.3)
1105,-70.55,18.3,SA(0.3)
1106,-70.55,18.35,SA(0.3)
1107,-70.55,18.4,SA(0.3)
1108,-70.55,18.45,SA(0.3)
1109,-70.55,18.5,SA(0.3)
1110,-70.55,18.55,SA(0.3)
1111,-70.55,18.6,SA(0.3)
1112,-70.55,18.65,SA(0.3)
1113,-70.55,18.7,SA(0.3)
1114,-70.55,18.75,SA(0.3)
1115,-70.55,18.8,SA(0.3)
1116,-70.55,18.85,SA(0.3)
1117,-70.55,18.9,SA(0.3)
1118,-70.55,18.95,SA(0.3)
1119,-70.55,19.0,SA(0.3)
1120,-70.55,19.05,SA(0.3)
1121,-70.55,19.1,SA(0.3)
1122,-70.55,19.15,SA(0.3)
1123,-70.55,19.2,SA(0.3)
1124,-70.55,19.25,SA(0.3)
1125,-70.55,19.3,SA(0.3)
1126,-70.55,19.35,SA(0.3)
1127,-70.55,19.4,SA(0.3)
1128,-70.55,19.45,SA(0.3)
1129,-70.55,19.5,SA(0.3)
1130,-70.55,19.55,SA(0.3)
1131,-70.55,19.6,SA(0.3)
1132,-70.55,19.65,SA(0.3)
1133,-70.55,19.7,SA(0.3)
1134,-70.55,19.75,SA(0.3)
1135,-70.55,19.8,SA(0.3)
1136,-70.55,19.85,SA(0.3)
1137,-70.5,18.1,SA(0.3)
1138,-70.5,18.15,SA(0.3)
1139,-70.5,18.2,SA(0.3)
1140,-70.5,18.25,SA(0.3)
1141,-70.5,18.3,SA(0.3)
1142,-70.5,18.35,SA(0.3)
1143,-70.5,18.4,SA(0.3)
1144,-70.5,18.45,SA(0.3)
1145,-70.5,18.5,SA(0.3)
1146,-70.5,18.55,SA(0.3)
1147,-70.5,18.6,SA(0.3)
1148,-70.5,18.65,SA(0.3)
1149,-70.5,18.7,SA(0.3)
1150,-70.5,18.75,SA(0.3)
1151,-70.5,18.8,SA(0.3)
1152,-70.5,18.85,SA(0.3)
1153,-70.5,18.9,SA(0.3)
1154,-70.5,18.95,SA(0.3)
1155,-70.5,19.0,SA(0.3)
1156,-70.5,19.05,SA(0.3)
1157,-70.5,19.1,SA(0.3)
1158,-70.5,19.15,SA(0.3)
1159,-70.5,19.2,SA(0.3)
1160,-70.5,19.25,SA(0.3)
1161,-70.5,19.3,SA(0.3)
1162,-70.5,19.35,SA(0.3)
1163,-70.5,19.4,SA(0.3)
1164,-70.5,19.45,SA(0.3)
1165,-70.5,19.5,SA(0.3)
1166,-70.5,19.55,SA(0.3)
1167,-70.5,19.6,SA(0.3)
1168,-70.5,19.65,SA(0.3)
1169,-70.5,19.7,SA(0.3)
1170,-70.5,19.75,SA(0.3)
1171,-70.5,19.8,SA(0.3)
1172,-70.5,19.85,SA(0.3)
1173,-70.45,18.15,SA(0.3)
1174,-70.45,18.2,SA(0.3)
1175,-70.45,18.25,SA(0.3)
1176,-70.45,18.3,SA(0.3)
1177,-70.45,18.35,SA(0.3)
1178,-70.45,18.4,SA(0.3)
1179,-70.45,18.45,SA(0.3)
1180,-70.45,18.5,SA(0.3)
1181,-70.45,18.55,SA(0.3)
1182,-70.45,18.6,SA(0.3)
1183,-70.45,18.65,SA(0.3)
1184,-70.45,18.7,SA(0.3)
1185,-70.45,18.75,SA(0.3)
1186,-70.45,18.8,SA(0.3)
1187,-70.45,18.85,SA(0.3)
1188,-70.45,18.9,SA(0.3)
1189,-70.45,18.95,SA(0.3)
1190,-70.45,19.0,SA(0.3)
1191,-70.45,19.05,SA(0.3)
1192,-70.45,19.1,SA(0.3)
1193,-70.45,19.15,SA(0.3)
1194,-70.45,19.2,SA(0.3)
1195,-70.45,19.25,SA(0.3)
1196,-70.45,19.3,SA(0.3)
1197,-70.45,19.35,SA(0.3)
1198,-70.45,19.4,SA(0.3)
1199,-70.45,19.45,SA(0.3)
1200,-70.45,19.5,SA(0.3)
1201,-70.45,19.55,SA(0.3)
1202,-70.45,19.6,SA(0.3)
1203,-70.45,19.65,SA(0.3)
1204,-70.45,19.7,SA(0.3)
1205,-70.45,19.75,SA(0.3)
1206,-70.45,19.8,SA(0.3)
1207,-70.45,19.85,SA(0.3)
1208,-70.4,18.15,SA(0.3)
1209,-70.4,18.2,SA(0.3)
1210,-70.4,18.25,SA(0.3)
1211,-70.4,18.3,SA(0.3)
1212,-70.4,18.35,SA(0.3)
1213,-70.4,18.4,SA(0.3)
1214,-70.4,18.45,SA(0.3)
1215,-70.4,18.5,SA(0.3)
1216,-70.4,18.55,SA(0.3)
1217,-70.4,18.6,SA(0.3)
1218,-70.4,18.65,SA(0.3)
1219,-70.4,18.7,SA(0.3)
1220,-70.4,18.75,SA(0.3)
1221,-70.4,18.8,SA(0.3)
1222,-70.4,18.85,SA(0.3)
1223,-70.4,18.9,SA(0.3)
1224,-70.4,18.95,SA(0.3)
1225,-70.4,19.0,SA(0.3)
1226,-70.4,19.05,SA(0.3)
1227,-70.4,19.1,SA(0.3)
1228,-70.4,19.15,SA(0.3)
1229,-70.4,19.2,SA(0.3)
1230,-70.4,19.25,SA(0.3)
1231,-70.4,19.3,SA(0.3)
1232,-70.4,19.35,SA(0.3)
1233,-70.4,19.4,SA(0.3)
1234,-70.4,19.45,SA(0.3)
1235,-70.4,19.5,SA(0.3)
1236,-70.4,19.55,SA(0.3)
1237,-70.4,19.6,SA(0.3)
1238,-70.4,19.65,SA(0.3)
1239,-70.4,19.7,SA(0.3)
1240,-70.4,19.75,SA(0.3)
1241,-70.4,19.8,SA(0.3)
1242,-70.4,19.85,SA(0.3)
1243,-70.35,18.15,SA(0.3)
1244,-70.35,18.2,SA(0.3)
1245,-70.35,18.25,SA(0.3)
1246,-70.35,18.3,SA(0.3)
1247,-70.35,18.35,SA(0.3)
1248,-70.35,18.4,SA(0.3)
1249,-70.35,18.45,SA(0.3)
1250,-70.35,18.5,SA(0.3)
1251,-70.35,18.55,SA(0.3)
1252,-70.35,18.6,SA(0.3)
1253,-70.35,18.65,SA(0.3)
1254,-70.35,18.7,SA(0.3)
1255,-70.35,18.75,SA(0.3)
1256,-70.35,18.8,SA(0.3)
1257,-70.35,18.85,SA(0.3)
1258,-70.35,18.9,SA(0.3)
1259,-70.35,18.95,SA(0.3)
1260,-70.35,19.0,SA(0.3)
1261,-70.35,19.05,SA(0.3)
1262,-70.35,19.1,SA(0.3)
1263,-70.35,19.15,SA(0.3)
1264,-70.35,19.2,SA(0.3)
1265,-70.35,19.25,SA(0.3)
1266,-70.35,19.3,SA(0.3)
1267,-70.35,19.35,SA(0.3)
1268,-70.35,19.4,SA(0.3)
1269,-70.35,19.45,SA(0.3)
1270,-70.35,19.5,SA(0.3)
1271,-70.35,19.55,SA(0.3)
1272,-70.35,19.6,SA(0.3)
1273,-70.35,19.65,SA(0.3)
1274,-70.35,19.7,SA(0.3)
1275,-70.35,19.75,SA(0.3)
1276,-70.35,19.8,SA(0.3)
1277,-70.3,18.15,SA(0.3)
1278,-70.3,18.2,SA(0.3)
1279,-70.3,18.25,SA(0.3)
1280,-70.3,18.3,SA(0.3)
1281,-70.3,18.35,SA(0.3)
1282,-70.3,18.4,SA(0.3)
1283,-70.3,18.45,SA(0.3)
1284,-70.3,18.5,SA(0.3)
1285,-70.3,18.55,SA(0.3)
1286,-70.3,18.6,SA(0.3)
1287,-70.3,18.65,SA(0.3)
1288,-70.3,18.7,SA(0.3)
1289,-70.3,18.75,SA(0.3)
1290,-70.3,18.8,SA(0.3)
1291,-70.3,18.85,SA(0.3)
1292,-70.3,18.9,SA(0.3)
1293,-70.3,18.95,SA(0.3)
1294,-70.3,19.0,SA(0.3)
1295,-70.3,19.05,SA(0.3)
1296,-70.3,19.1,SA(0.3)
1297,-70.3,19.15,SA(0.3)
1298,-70.3,19.2,SA(0.3)
1299,-70.3,19.25,SA(0.3)
1300,-70.3,19.3,SA(0.3)
1301,-70.3,19.35,SA(0.3)
1302,-70.3,19.4,SA(0.3)
1303,-70.3,19.45,SA(0.3)
1304,-70.3,19.5,SA(0.3)
1305,-70.3,19.55,SA(0.3)
1306,-70.3,19.6,SA(0.3)
1307,-70.3,19.65,SA(0.3)
1308,-70.3,19.7,SA(0.3)
1309,-70.3,19.75,SA(0.3)
1310,-70.25,18.15,SA(0.3)
1311,-70.25,18.2,SA(0.3)
1312,-70.25,18.25,SA(0.3)
1313,-70.25,18.3,SA(0.3)
1314,-70.25,18.35,SA(0.3)
1315,-70.25,18.4,SA(0.3)
1316,-70.25,18.45,SA(0.3)
1317,-70.25,18.5,SA(0.3)
1318,-70.25,18.55,SA(0.3)
1319,-70.25,18.6,SA(0.3)
1320,-70.25,18.65,SA(0.3)
1321,-70.25,18.7,SA(0.3)
1322,-70.25,18.75,SA(0.3)
1323,-70.25,18.8,SA(0.3)
1324,-70.25,18.85,SA(0.3)
1325,-70.25,18.9,SA(0.3)
1326,-70.25,18.95,SA(0.3)
1327,-70.25,19.0,SA(0.3)
1328,-70.25,19.05,SA(0.3)
1329,-70.25,19.1,SA(0.3)
1330,-70.25,19.15,SA(0.3)
1331,-70.25,19.2,SA(0.3)
1332,-70.25,19.25,SA(0.3)
1333,-70.25,19.3,SA(0.3)
1334,-70.25,19.35,SA(0.3)
1335,-70.25,19.4,SA(0.3)
1336,-70.25,19.45,SA(0.3)
1337,-70.25,19.5,SA(0.3)
1338,-70.25,19.55,SA(0.3)
1339,-70.25,19.6,SA(0.3)
1340,-70.25,19.65,SA(0.3)
1341,-70.25,19.7,SA(0.3)
1342,-70.2,18.15,SA(0.3)
1343,-70.2,18.2,SA(0.3)
1344,-70.2,18.25,SA(0.3)
1345,-70.2,18.3,SA(0.3)
1346,-70.2,18.35,SA(0.3)
1347,-70.2,18.4,SA(0.3)
1348,-70.2,18.45,SA(0.3)
1349,-70.2,18.5,SA(0.3)
1350,-70.2,18.55,SA(0.3)
1351,-70.2,18.6,SA(0.3)
1352,-70.2,18.65,SA(0.3)
1353,-70.2,18.7,SA(0.3)
1354,-70.2,18.75,SA(0.3)
1355,-70.2,18.8,SA(0.3)
1356,-70.2,18.85,SA(0.3)
1357,-70.2,18.9,SA(0.3)
1358,-70.2,18.95,SA(0.3)
1359,-70.2,19.0,SA(0.3)
1360,-70.2,19.05,SA(0.3)
1361,-70.2,19.1,SA(0.3)
1362,-70.2,19.15,SA(0.3)
1363,-70.2,19.2,SA(0.3)
1364,-70.2,19.25,SA(0.3)
1365,-70.2,19.3,SA(0.3)
1366,-70.2,19.35,SA(0.3)
1367,-70.2,19.4,SA(0.3)
1368,-70.2,19.45,SA(0.3)
1369,-70.2,19.5,SA(0.3)
1370,-70.2,19.55,SA(0.3)
1371,-70.2,19.6,SA(0.3)
1372,-70.2,19.65,SA(0.3)
1373,-70.2,19.7,SA(0.3)
1374,-70.15,18.15,SA(0.3)
1375,-70.15,18.2,SA(0.3)
1376,-70.15,18.25,SA(0.3)
1377,-70.15,18.3,SA(0.3)
1378,-70.15,18.35,SA(0.3)
1379,-70.15,18.4,SA(0.3)
1380,-70.15,18.45,SA(0.3)
1381,-70.15,18.5,SA(0.3)
1382,-70.15,18.55,SA(0.3)
1383,-70.15,18.6,SA(0.3)
1384,-70.15,18.65,SA(0.3)
1385,-70.15,18.7,SA(0.3)
1386,-70.15,18.75,SA(0.3)
1387,-70.15,18.8,SA(0.3)
1388,-70.15,18.85,SA(0.3)
1389,-70.15,18.9,SA(0.3)
1390,-70.15,18.95,SA(0.3)
1391,-70.15,19.0,SA(0.3)
1392,-70.15,19.05,SA(0.3)
1393,-70.15,19.1,SA(0.3)
1394,-70.15,19.15,SA(0.3)
1395,-70.15,19.2,SA(0.3)
1396,-70.15,19.25,SA(0.3)
1397,-70.15,19.3,SA(0.3)
1398,-70.15,19.35,SA(0.3)
1399,-70.15,19.4,SA(0.3)
1400,-70.15,19.45,SA(0.3)
1401,-70.15,19.5,SA(0.3)
1402,-70.15,19.55,SA(0.3)
1403,-70.15,19.6,SA(0.3)
1404,-70.15,19.65,SA(0.3)
1405,-70.15,19.7,SA(0.3)
1406,-70.1,18.15,SA(0.3)
1407,-70.1,18.2,SA(0.3)
1408,-70.1,18.25,SA(0.3)
1409,-70.1,18.3,SA(0.3)
1410,-70.1,18.35,SA(0.3)
1411,-70.1,18.4,SA(0.3)
1412,-70.1,18.45,SA(0.3)
1413,-70.1,18.5,SA(0.3)
1414,-70.1,18.55,SA(0.3)
1415,-70.1,18.6,SA(0.3)
1416,-70.1,18.65,SA(0.3)
1417,-70.1,18.7,SA(0.3)
1418,-70.1,18.75,SA(0.3)
1419,-70.1,18.8,SA(0.3)
1420,-70.1,18.85,SA(0.3)
1421,-70.1,18.9,SA(0.3)
1422,-70.1,18.95,SA(0.3)
1423,-70.1,19.0,SA(0.3)
1424,-70.1,19.05,SA(0.3)
1425,-70.1,19.1,SA(0.3)
1426,-70.1,19.15,SA(0.3)
1427,-70.1,19.2,SA(0.3)
1428,-70.1,19.25,SA(0.3)
1429,-70.1,19.3,SA(0.3)
1430,-70.1,19.35,SA(0.3)
1431,-70.1,19.4,SA(0.3)
1432,-70.1,19.45,SA(0.3)
1433,-70.1,19.5,SA(0.3)
1434,-70.1,19.55,SA(0.3)
1435,-70.1,19.6,SA(0.3)
1436,-70.1,19.65,SA(0.3)
1437,-70.1,19.7,SA(0.3)
1438,-70.1,19.75,SA(0.3)
